should_ban	comment_text
1	J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER ==== J.delanoy IS  A NIGGER == J.delanoy IS
0	"I've gone ahead and created the stub article: March of the Soviet Tankmen.  Now the information is in one place, and can be expanded.  
 Is this the official march of the Soviet Army, or Soviet Armoured Troops?  — Z. 2005-12-6 17:34 Z"
1	THIS IS MY TALK PAGe, BITCH!
0	"""Only old sources like Gibbon seem to add the """"Verus"""", probably confusing with his son, so I'm following OCD in going with """"Lucius Aelius"""" (the """"Caesar"""" being a title and not part of personal name).  20:15, 7 Dec 2003 (UTC)"""
1	"anti-Semitic crap

the whole article is an anti-Semitic conspiracy theory cherished by aryan-supremacist rightists!"
1	Verdy_p is a brainless mongoloid with an arrogance stick up his rear end.
1	"Netaji (what a ridiculous username), 

                I hope you are visiting India regularly, because from your contributions to Wikipedia, it is clear to me that you are homesick, and have lost touch with the street reality of India. Get better soon."
0	"""

 Yeah....can i share them? they come from your email address.    """
1	"eat my shit 

Title says it all."
1	"Han.. Fuck You 

Then, fuck you!"
0	"81.91.192.220 vandalism 

The IP (81.91.192.220) is part of the TOR network, acting as an anonymous proxy. Check out http://tor.eff.org/ for more details. The IP I'm posting from is also part of that network.
// anonymous )"
1	"READ THIS
This is Wikipedia. It is a place where people come for infomation. So tell me how it is that a guy wants to check John Cena's recent activity in the WWE can't because SOME people want to keep the page unedited. It is not worth my time to try to bring new infomation to a page every month or two if you NERDS just change it back. THERE IS NO POINT WHATSOEVER! If I want to put what happened at Backlash I WILL BLODDY WELL PUT WHAT HAPPENED AT BACKLASH! Don't any of you nerds try and stop me! 62.136.24.17"
1	Hey, cunt.  Stop reporting my pages.  Go get a real job, ya troll.
0	"""

hmmm, robbins

Forgive me for bothering you again with news of it lol:)  One of the problems may be that there's not many editors working on it.  Soon I'm going to let this lie, and see if this editor disappears for a while.  If not, it may have to go to an informal mediation.  """
1	you are an idiot. i am NOT RACIST! but you are an IDIOT!
1	"Che was a fucking bastard piece of shit==

The day that motherfucker was shot like the dog he was was a glorious motherfucking day for the rest of Latin America. If you have a problem with this statement, lets meet in person. Murderers and antiheros deserve no accolades. Not even from brainless, hypocritical Marxist pigs.

=="
0	"category

whats the category for lgbt people? i think it should be added"
0	I don't edit those articles.
1	"Unacceptable?  That I editted a nonsense sentence containing no new information, a vague pronoun, bad grammar, AND unrelated sourcing from a BLOG?!?

I'm sick of you unfarily riding my ass.  Piss off.  Ban me if you must.  You're double standard is pathetic, and so are you.  

Any sane person would stand behind my edit."
0	"""Please do not add nonsense to Wikipedia. It is considered vandalism. If you would like to experiment, use the sandbox. Thank you.   123 """
0	"Comments: 
 Per Wikipedia:LEAD#Length, the introduction seems a bit too short.  It should probably be expanded from one to two paragraphs.  
 Several references have unnecessary spaces between the punctuation and the opening square bracket.
 Multiple adjacent references should be put in order of ascending reference number
 Why are teletype () tags wrapped around some refs but not others.  I don't recall ever seeing this done.  These should probably be removed to give the in-line superscripted citations a more uniform look and feel."
